English,Bengali
BALLADISED,গীতিনাট্য
BALLADISING,গীতিনাট্য রচনা
BALLADISM,গীতিনাট্য
BALLADIST,চারণকবি
BALLADIZE,গীতিনাট্য রচনা করা
BALLADIZED,গীতিনাট্য
BALLADIZING,গীতিনাট্য রচনা
BALLADLIKE,গীতিনাট্যের মতো
BALLADLING,গীতিনাট্য
BALLADMONGER,গালগল্পকার
BALLADMONGERING,ব্যঙ্গাত্মক কথা বলা
BALLADRY,গীতিনাট্য
BALLADS,পালাগান
BALLADWISE,গীতিনাট্য অনুসারে
BALLAST,নুড়ি
BALLAST FIN,নীল ফিন
BALLAST RESISTOR,নুড়ি রোধ
BALLAST TIPPER,নীল টাইটার
BALLAST TRIMMER,নীল তিরস্কারকারী
BALLAST-CLEANING,নুড়ি পরিষ্কার
BALLAST-LOADING,নুড়ি লোড হচ্ছে
BALLASTED,স্থির রাখা
BALLASTING,স্থির রাখা
BALLASTS,নুড়ি
BALLCARRIER,বলবাহক
BALLDOM,বলদর্প
BALLED,বর্তুলাকারে পরিণত হত্তয়া
BALLERINA,নর্তকী
BALLERINAS,নর্তকী
BALLERS,মাঠে নামবে
BALLET,ব্যালে
BALLET DANCER,নটী
BALLET MISTRESS,বেল্ট উপপত্নী
BALLETIC,ব্যালেনাচ
BALLETICALLY,ব্যালেটিকভাবে
BALLETOMANE,ব্যালের ভক্ত
BALLETOMANES,ব্যালের ভক্ত
BALLETOMANIA,ব্যালে-ভক্তি বা অনুরাগ
BALLETS,ব্যালে
BALLETT,ব্যালেট
BALLFIELD,বলক্ষেত্র
BALLGAME,গোলা নিক্ষেপ খেলা
BALLGAMES,বল খেলা
BALLHAWK,বলহক
BALLHAWKS,বলহক
BALLI,বালি
BALLIAGE,ব্যালিয়েজ
BALLIBUNTL HAT,বলিঁচল টুপি
BALLIES,ব্যালি
BALLING,বোলিং
BALLING FURNACE,বেল্ট চুল্লি
BALLISED,বলযুক্ত
BALLISM,বলবাদ
BALLISTA,বড়ো বড়ো প্রস্তরখন্ড নিক্ষেপ করার জন্য প্রাচীনকালে ব্যবহৃত একরকমের যন্ত্র
BALLISTIC,ক্ষেপণাস্ত্র সম্পর্কীয়
BALLISTIC FINGERPRINTING,ব্যালিস্টিক আঙ্গুলের ছাপ
BALLISTIC IDENTIFICATION,ক্ষেপণাস্ত্র সনাক্তকরণ
BALLISTIC MISSILE,ক্ষেপণাস্ত্র
BALLISTIC MISSILE DEFENSE ORGANIZATION,ক্ষেপণাস্ত্র প্রতিরক্ষা প্রতিষ্ঠানের
BALLISTIC PENDULUM,ব্যালিস্টিক দোলক
BALLISTIC TRAJECTORY,ক্ষেপণাস্ত্র গ্রহনক্ষত্রের নির্দিষ্ট আবক্র পথ
BALLISTICALLY,ব্যালিস্টিকভাবে
BALLISTICIAN,ব্যালিস্টিকবিদ
BALLISTICIANS,ব্যালিস্টিস্ট
BALLISTICS,নিক্ষিপ্ত অস্ত্রাদি-সংক্রান্ত বিদ্যা
BALLON,ফানুস
BALLONETTE,ব্যালোনেট
BALLOON,বেলুন
BALLOON FISH,বেলুন মাছ
BALLOONATION,বেলুন উড়ানো
BALLOONED,বেলুনযুক্ত
BALLOONER,বেলুনওয়ালা
BALLOONERY,বেলুনের ছড়াছড়ি
BALLOONET,বেলুন
BALLOONFUL,বেলুনভর্তি
BALLOONING,বেলুন উড়ানো
BALLOONISH,বেলুনের মতো
BALLOONIST,ব্যোমযাত্রী
BALLOONISTS,ব্যোমযান-নির্মাতা
BALLOONLIKE,বেলুনের মতো
BALLOONS,বেলুন
BALLOT,ভোটপত্র
BALLOT BOX,ব্যালট বাক্স
BALLOT PAPER,ভোটপত্র
BALLOTADE,ভোটপত্র
BALLOTAGE,ভোটগ্রহণ
BALLOTED,গুটিকা-পাত দ্বারা মত দেত্তয়া
BALLOTEE,সরকারী ব্যাবস্থাপনার
BALLOTER,ভোটদাতা
BALLOTERS,ভোটার
BALLOTING,ভোটদান
BALLOTIST,ভোটদাতা
BALLOTS,ব্যালট
BALLOTTABLE,ভোট টেবিল
BALLOTTEMENT,ভোটগ্রহণ
BALLOW,বালো
BALLPARK,ন্যয়
BALLPEN,কলম
BALLPLAYER,বল খেলোয়াড়
BALLPLAYERS,বল খেলোয়াড়
BALLPOINT,কলম
BALLPOINT PEN,কলম
BALLPROOF,বলরোধী
BALLROOM,নৃত্যশালা
BALLROOMS,বলরুম
BALLS,বাজে কথা
BALLSIEST,সবচেয়ে বোলিস্ট
BALLSY,ঘৃণা হয়
BALLUP,গুবলেট করা
BALLY,দারূণ
BALLYHOO,বালিহু
BALLYHOO ARTIST,ঢক্কানিনাদ শিল্পী
BALLYHOOED,ব্যালিহুড
BALLYHOOS,হইচই
BALLYRAG,ভর্ত্সনা করা
BALLYRAGGED,ব্যালিগ্র্যাগড
BALM,সুগন্ধ পদার্থ
BALM LEAF,মলা পাতা
BALM OF GILEAD,গিলিয়দের সুগন্ধ পদার্থ
BALM-LEAVED,সুগন্ধ পদার্থ পত্রী
BALMIER,সুবাসিত
BALMIEST,সুবাসিত
BALMILY,শান্তভাবে
BALMINESS,মসৃণতা
BALMLIKE,বালামের মতো
BALMS,সুগন্ধ পদার্থ
BALMY,সুবাসিত
BALNEAE,বালনিয়া
BALNEO PHYSIOLOGY,বাথরুম দেহতত্ব
BALNEO TECHNICS,বাথরুম কলাকৌশল
BALNEO THERAPEUTICS,বাথরুম রোগচিকিত্সাবিজ্ঞান
BALNEUM,স্নান
BALOGHIA,বালোঘিয়া
BALONEA,ব্যালোনিয়া
BALONEY,মূর্খতাপূর্ণ
BALONEYS,অর্থহীন কিছু
BALOR,ব্যঙ্গাত্মক
BALOURDISE,বালোর্ডাইজ করা
BALSA,বৃক্ষবিশেষ
BALSA RAFT,বৃক্ষবিশেষ ভেলা
BALSA WOOD,বৃক্ষবিশেষ কাঠ
BALSAM,পুষ্পতরুবিশেষ
BALSAM CUCUMBER,বেলাস শকুন
BALSAM FAMILY,দোপাটী পরিবার
BALSAM FIR,ভেষজ নির্যাস দেবদারু
BALSAM HERB,বেলাসের ঔষধি
BALSAM OF PERU,পেরুর দোপাটী
BALSAM SHRUB,বাল্মাম ঝোপ
BALSAM WEED,ভেষজ নির্যাস আগাছা
BALSAM-TREE FAMILY,বাল্মাম গাছ বৃক্ষ
BALSAMACEOUS,সুগন্ধযুক্ত
BALSAMATION,সুগন্ধিকরণ
BALSAMEACEOUS,সুগন্ধযুক্ত
BALSAMED,সুগন্ধযুক্ত
BALSAMIC,সুগন্ধি পদার্থ
BALSAMICAL,সুগন্ধি-সংক্রান্ত
BALSAMICALLY,সুগন্ধযুক্তভাবে
BALSAMIFEROUS,সুগন্ধযুক্ত
BALSAMINACEOUS,সুগন্ধযুক্ত
BALSAMITICNESS,সুগন্ধিত্ব
BALSAMIZE,সুগন্ধিকরণ করা
BALSAMOUS,সুগন্ধযুক্ত
BALSAMROOT,সুগন্ধি গাছ
BALSAMS,বেদনাহর বস্তু
BALSAS,বৃক্ষবিশেষ
BALTER,ঝাঁকুনি দেওয়া
BALTIC,বাল্টিক
BALTIC LANGUAGE,বাল্টিক ভাষা
BALTIC REPUBLIC,বাল্টিক প্রজাতন্ত্র
BALTIMORE BIRD,বাল্টিমোর পাখি
BALUCHITHERE,অনুসরণ
BALUCHITHERIA,বালুচিথেরিয়া
BALUSTER,ক্ষুদ্র স্তম্ভ
BALUSTERS,রেলিংয়ের পিল্পা
BALUSTRADE,সূক্ষ্মাগ্র ক্ষুদ্র স্তম্ভশ্রেণী
BALUSTRADES,সূক্ষ্মাগ্র ক্ষুদ্র স্তম্ভশ্রেণী
BAMAH,বামাহ
BAMANGWATO,বামাংওয়াতো
BAMBACCIATA,বাম্বাকিয়াটা
BAMBINO,নবজাতক
BAMBOCCIADE,বাঁশি
BAMBOCHADE,বাঁশিওয়ালা
BAMBOO,বাঁশ
BAMBOO CURTAIN,বাঁশের পরদা
BAMBOO FERN,বাঁশ ফেনা
BAMBOO PALM,বাঁশের পাম
BAMBOO SHOOT,বাঁশের অঙ্কুর
BAMBOO SLIPS,ডোল
BAMBOOS,বাঁশ
BAMBOOZLE,ঠক ঠক করা
BAMBOOZLED,প্রতারণা করা
BAMBOOZLEMENT,ঠকবাজি
BAMBOOZLER,ঠগবাজ
BAMBOOZLERS,ঠগবাজরা
BAMBOOZLES,প্রতারণা করা
BAMBOOZLING,প্রতারণা করা
BAMBUCO,বাম্বুকো
BAMBUI BUTTER,বামবুই মাখন
BAMBUSEAE,বাঁশুসি
BAMMED,ব্যথিত
BAMMERS,বাক্যে স্বীকার
BAN,নিষিদ্ধ করা
BANAL,সাধারণ
BANALITIES,তুচ্ছতা
BANALITY,তুচ্ছতা
BANALIZE,তুচ্ছ করে দেখানো
BANALLY,সাধারণভাবে
BANALNESS,তুচ্ছতা
BANANA,কলা
BANANA BOAT,কলাগাছের ভেলা
BANANA BREAD,কলা রুটি
BANANA FAMILY,কলা পরিবার
BANANA OIL,কলা তেল
BANANA PASSION FRUIT,কলা আবেগ ফল
BANANA PEEL,কলার খোসা
BANANA QUIT,কলা ছেড়ে
BANANA REPUBLIC,কলা প্রজাতন্ত্র
BANANA SKIN,কলা চামড়া
BANANA SPLIT,কলার খোসা
BANANA TREE,কলা গাছ
BANANALAND,কলাভূমি
BANANALANDER,কলার মালিক
BANANAQUIT,কলাকুইট
BANANAS,কলা
BANANDE,বানান্দে
BANANIST,কলাবাদক
BANANIVOROUS,বনভোজী
BANAT,বানাত
BANATE,বানাতে
BANC,ব্যাংক
BANCA,ব্যাংকা
BANCAL,ব্যাঙ্কাল
BANCALES,ব্যাঙ্কেলেস
BANCHA,বাঞ্চা
BANCHI,বাঞ্চি
BANCO,ব্যাংক
BANCOS,ব্যাংকোস
BANCUS,ব্যাংকাস
BAND,দল
BAND FISH,ব্যান্ড মাছ
BAND MAJOR,ব্যান্ড প্রধান
BAND OF PARTISANS,দলভুক্ত ব্যান্ড
BAND ONESELF,নিজের ব্যান্ড
BAND SAW,ব্যান্ড দেখেছি
BAND SPECTRUM,ব্যান্ড বর্ণালী
BAND TOGETHER,একত্র হত্তয়া
BAND WAGON,ব্যান্ড ভ্যাগান
BANDA,বান্দা
BANDAGE,ব্যাণ্ডেজ
BANDAGED,বেঁধে দিল
BANDAGERS,ব্যান্ডেজ
BANDAGES,ব্যান্ডেজ
BANDAGING,পটি বাঁধা
BANDAGIST,ডাকাতদল
BANDAKA,বান্দাকা
BANDALA,বান্দালা
BANDANA,পট্টি
BANDANAED,পট্টি বাঁধা
BANDANAS,পট্টি
BANDANNA,রূমালবিশেষ
BANDANNAED,ব্যান্ডানা করা
BANDANNAS,রূমালবিশেষ
BANDAR,বাঁদর
BANDBOX,মেয়েদের টুপি ইত্যাদি সরঞ্জাম রাখার ছোট বাক্স
BANDCASE,ব্যান্ডকেস
BANDCUTTER,ব্যান্ডকাটার
BANDEAU,চুল বাঁধিবার ফিতা
BANDEAUS,চুল বাঁধিবার ফিতা
BANDEAUX,চুল বাঁধিবার ফিতা
BANDED,ব্যাণ্ডেড
BANDED ADDER,ডুরে যোজক
BANDED KRAIT,ডুরে করেত সাপ
BANDED PALM CIVET,ডুরে করতল গন্ধগোকুল
BANDED PURPLE,বাঁধা বেগুনি
BANDED RATTLESNAKE,ডুরে র্যাটল
BANDED STILT,ডুরে রণপা
BANDED WATER SNAKE,ডুরে ঢোঁড়া
BANDERILLA,ব্যান্ডেরিলা
BANDERILLAS,ব্যান্ডেরিলা
BANDERILLERO,ব্যান্ডেরিলেরো
BANDEROL,পেনডেণ্ট
BANDEROLE,পেনডেণ্ট
BANDEROLES,প্রতীক নিশান
BANDEROLS,প্রতীক নিশান
BANDH,বনধের
BANDHAVA,বন্ধভা
BANDHOOK,ব্যান্ডহুক
BANDHOR,বান্ধোর
BANDHU,বন্ধু
BANDICOOT,ধেড়ে
BANDICOOT RAT,ধেড়ে ইঁদুর
BANDICOOTS,ধেড়ে
BANDICOY,ব্যান্ডিকয়
BANDIDO,দস্যুদল
BANDIDOS,দস্যু
BANDIED,কথা কাটাকাটি করা
BANDIER,বক্র
BANDIES,হকিখেলা
BANDIEST,বক্র
BANDINESS,বন্ধন
BANDING,ব্যাণ্ড
BANDING PLANE,ব্যাণ্ড সমতল
BANDIT,ডাকাত
BANDITISM,দস্যুতা
BANDITRIES,দস্যুদল
BANDITRY,রাহাজানি
BANDITS,দস্যুরা
BANDITTI,ডাকাত
BANDLESSLY,ব্যান্ডবিহীনভাবে
BANDLESSNESS,ব্যান্ডলেস
BANDMASTER,ঐকতানবাদকদলের শিক্ষক
BANDMASTERS,ঐকতানবাদকদলের অধিকারী
BANDOG,শৃঙ্খলাবদ্ধ কুকুর
BANDOGS,ডালকুত্তাজাতীয় কুকুর
BANDOLEER,কার্তুজের পেটি
BANDOLEERED,ব্যান্ডোলযুক্ত
BANDOLEERS,কার্তুজের বেল্ট
BANDOLIER,কার্তুজের বেল্ট
BANDOLIERS,কার্তুজের বেল্ট
BANDORA,বান্দোরা
BANDORE,বান্দোর
BANDS,ব্যান্ড
BANDSAW,ঘুর্ণিকরাত
BANDSMAN,ঐকতানবাদকদলের লোক
BANDSMEN,ঐকতানবাদকদলের লোক
BANDSTAND,ঐকতানবাদের জন্য স্থায়ী মঁচ
